BalancePlatform,AccountHolder,BalanceAccount,Category,Type,Status,Transfer Id,Transaction Id,Psp Payment Merchant Reference,Psp Payment Psp Reference,Psp Modification Psp Reference,Psp Modification Merchant Reference,Reference,Description,Booking Date,Booking Date TimeZone,Value Date,Value Date TimeZone,Currency,Amount,Starting Balance Currency,Starting Balance,Ending Balance Currency,Ending Balance,Reserved1,Reserved2,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027VJ0IDBGEVDWX,T027VL0GK52CRAME,TECH-GADGETS-001-ORD-13-012,P027VK08HOQAVKWL,,,TECH-GADGETS-001-ORD-13-012,Order TECH-GADGETS-001-ORD-13-012,13/07/2024 10:50,EST,15/07/2024 00:00,EST,USD,240.73,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027UP0X7BALKVWR,T027UR0OES20JLTD,TECH-GADGETS-001-ORD-13-003,P027UQ05BWYKXCRE,,,TECH-GADGETS-001-ORD-13-003,Order TECH-GADGETS-001-ORD-13-003,13/07/2024 11:31,EST,15/07/2024 00:00,EST,USD,164.71,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027VY06FENGZMJG,T027W00JUINEETU7,TECH-GADGETS-001-ORD-13-017,P027VZ0GZG4MFAAA,,,TECH-GADGETS-001-ORD-13-017,Order TECH-GADGETS-001-ORD-13-017,13/07/2024 12:10,EST,15/07/2024 00:00,EST,USD,68.22,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027VP0GXPNUIEMF,T027VR0WQI25CK05,TECH-GADGETS-001-ORD-13-014,P027VQ0XP5ST4RS8,,,TECH-GADGETS-001-ORD-13-014,Order TECH-GADGETS-001-ORD-13-014,13/07/2024 12:30,EST,15/07/2024 00:00,EST,USD,246.84,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027V70GGVK3RF2E,T027V90D5ERB77PZ,TECH-GADGETS-001-ORD-13-008,P027V80Q9JFQEO5W,,,TECH-GADGETS-001-ORD-13-008,Order TECH-GADGETS-001-ORD-13-008,13/07/2024 12:48,EST,15/07/2024 00:00,EST,USD,211.51,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027VD0YQHHMBNHD,T027VF09OQKBLTEJ,TECH-GADGETS-001-ORD-13-010,P027VE0HHKPHF0W4,,,TECH-GADGETS-001-ORD-13-010,Order TECH-GADGETS-001-ORD-13-010,13/07/2024 12:49,EST,15/07/2024 00:00,EST,USD,182.24,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027VV0LI5IG9ZNL,T027VX0LOGOE4S1J,TECH-GADGETS-001-ORD-13-016,P027VW0TXHPHTV9D,,,TECH-GADGETS-001-ORD-13-016,Order TECH-GADGETS-001-ORD-13-016,13/07/2024 12:54,EST,15/07/2024 00:00,EST,USD,93.1,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027VS05DPDF2U8H,T027VU0QFDP62QA1,TECH-GADGETS-001-ORD-13-015,P027VT037TUANVH8,,,TECH-GADGETS-001-ORD-13-015,Order TECH-GADGETS-001-ORD-13-015,13/07/2024 13:35,EST,15/07/2024 00:00,EST,USD,234.81,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027US0A67W4A1RM,T027UU0UZA7CH9PC,TECH-GADGETS-001-ORD-13-004,P027UT02MTYZLT3B,,,TECH-GADGETS-001-ORD-13-004,Order TECH-GADGETS-001-ORD-13-004,13/07/2024 14:47,EST,15/07/2024 00:00,EST,USD,159.35,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027VM076FKHJ6F5,T027VO0Q1YHYCR5S,TECH-GADGETS-001-ORD-13-013,P027VN0OYC3OOAND,,,TECH-GADGETS-001-ORD-13-013,Order TECH-GADGETS-001-ORD-13-013,13/07/2024 14:50,EST,15/07/2024 00:00,EST,USD,113.18,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027VG09G5UW4VBT,T027VI0N62Y0XKCU,TECH-GADGETS-001-ORD-13-011,P027VH0YWN2W957R,,,TECH-GADGETS-001-ORD-13-011,Order TECH-GADGETS-001-ORD-13-011,13/07/2024 15:32,EST,15/07/2024 00:00,EST,USD,176.91,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027V40YZB8SX15G,T027V60PV5ONHSPI,TECH-GADGETS-001-ORD-13-007,P027V50JQ5DZBI1B,,,TECH-GADGETS-001-ORD-13-007,Order TECH-GADGETS-001-ORD-13-007,13/07/2024 18:01,EST,15/07/2024 00:00,EST,USD,230.66,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027UG00VZ874CEB,T027UI0Q4WT7KMB7,TECH-GADGETS-001-ORD-13-001,P027UH0ZEU3RRTN5,,,TECH-GADGETS-001-ORD-13-001,Order TECH-GADGETS-001-ORD-13-001,13/07/2024 18:12,EST,15/07/2024 00:00,EST,USD,146.41,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027UJ0JWRVMYS3X,T027UL073KGBYBBT,TECH-GADGETS-001-ORD-13-002,P027UK0G2C3HYGOV,,,TECH-GADGETS-001-ORD-13-002,Order TECH-GADGETS-001-ORD-13-002,13/07/2024 18:21,EST,15/07/2024 00:00,EST,USD,124.96,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027V10AGBJ0ETUR,T027V309KGAW8T3W,TECH-GADGETS-001-ORD-13-006,P027V20XUGQA5WG2,,,TECH-GADGETS-001-ORD-13-006,Order TECH-GADGETS-001-ORD-13-006,13/07/2024 21:17,EST,15/07/2024 00:00,EST,USD,193.27,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027W405GBTWG80M,T027W60OFGMSWQ6V,TECH-GADGETS-001-ORD-14-002,P027W50V2L5ZWUAO,,,TECH-GADGETS-001-ORD-14-002,Order TECH-GADGETS-001-ORD-14-002,14/07/2024 10:51,EST,16/07/2024 00:00,EST,USD,124.62,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WV0FYBBDND27,T027WX0NGPNDJJO8,TECH-GADGETS-001-ORD-14-011,P027WW0Z3R7WHE1R,,,TECH-GADGETS-001-ORD-14-011,Order TECH-GADGETS-001-ORD-14-011,14/07/2024 12:37,EST,16/07/2024 00:00,EST,USD,185.85,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WP08K0OL8PX9,T027WR0TZ8P91QQB,TECH-GADGETS-001-ORD-14-009,P027WQ0MC1XRUG80,,,TECH-GADGETS-001-ORD-14-009,Order TECH-GADGETS-001-ORD-14-009,14/07/2024 14:26,EST,16/07/2024 00:00,EST,USD,251.71,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WA001B0BP3R3,T027WC09WSO23V6Z,TECH-GADGETS-001-ORD-14-004,P027WB08201JQZIA,,,TECH-GADGETS-001-ORD-14-004,Order TECH-GADGETS-001-ORD-14-004,14/07/2024 14:56,EST,16/07/2024 00:00,EST,USD,238.85,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027W70LM5HZUO6E,T027W90ZCNRPPXK9,TECH-GADGETS-001-ORD-14-003,P027W809T1SU1E15,,,TECH-GADGETS-001-ORD-14-003,Order TECH-GADGETS-001-ORD-14-003,14/07/2024 17:08,EST,16/07/2024 00:00,EST,USD,54,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WG0SU5V8KOZD,T027WI0MTBJKLSA8,TECH-GADGETS-001-ORD-14-006,P027WH0FU8S9YCZ0,,,TECH-GADGETS-001-ORD-14-006,Order TECH-GADGETS-001-ORD-14-006,14/07/2024 17:29,EST,16/07/2024 00:00,EST,USD,63.18,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WJ0VLX5HCLT0,T027WL0NIZ7PFR3T,TECH-GADGETS-001-ORD-14-007,P027WK00BZ3AY037,,,TECH-GADGETS-001-ORD-14-007,Order TECH-GADGETS-001-ORD-14-007,14/07/2024 17:44,EST,16/07/2024 00:00,EST,USD,239.25,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WD0BCIU245GN,T027WF0TMN0IKE37,TECH-GADGETS-001-ORD-14-005,P027WE0EGRLGQX2O,,,TECH-GADGETS-001-ORD-14-005,Order TECH-GADGETS-001-ORD-14-005,14/07/2024 18:49,EST,16/07/2024 00:00,EST,USD,58.66,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WM0F8T3PB9TW,T027WO0C4STL80FI,TECH-GADGETS-001-ORD-14-008,P027WN0QLFH7KZ0Y,,,TECH-GADGETS-001-ORD-14-008,Order TECH-GADGETS-001-ORD-14-008,14/07/2024 21:18,EST,16/07/2024 00:00,EST,USD,124.93,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027W104M5JSN4S2,T027W30CQRECSVCT,TECH-GADGETS-001-ORD-14-001,P027W20MQZBSZDUZ,,,TECH-GADGETS-001-ORD-14-001,Order TECH-GADGETS-001-ORD-14-001,14/07/2024 21:21,EST,16/07/2024 00:00,EST,USD,239.76,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WS08PHA2LH3N,T027WU0BPNV7MHVQ,TECH-GADGETS-001-ORD-14-010,P027WT05QVTAG6RB,,,TECH-GADGETS-001-ORD-14-010,Order TECH-GADGETS-001-ORD-14-010,14/07/2024 21:29,EST,16/07/2024 00:00,EST,USD,153.16,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YD0SR5ON0DQJ,T027YF0V8O9Q3HMM,TECH-GADGETS-001-ORD-15-015,P027YE0USG0T4REB,,,TECH-GADGETS-001-ORD-15-015,Order TECH-GADGETS-001-ORD-15-015,15/07/2024 11:33,EST,17/07/2024 00:00,EST,USD,216.69,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027XS065SGR3WHC,T027XU0DSTAVAGSZ,TECH-GADGETS-001-ORD-15-010,P027XT00WFHS3KUH,,,TECH-GADGETS-001-ORD-15-010,Order TECH-GADGETS-001-ORD-15-010,15/07/2024 12:07,EST,17/07/2024 00:00,EST,USD,220.78,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027XA02END1G0SS,T027XC06L8RMYUJJ,TECH-GADGETS-001-ORD-15-005,P027XB0HJQQNB1MT,,,TECH-GADGETS-001-ORD-15-005,Order TECH-GADGETS-001-ORD-15-005,15/07/2024 12:35,EST,17/07/2024 00:00,EST,USD,132.35,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027Y10ZSXAK2VO5,T027Y306DVV5MA6S,TECH-GADGETS-001-ORD-15-012,P027Y20G1W7PL8N3,,,TECH-GADGETS-001-ORD-15-012,Order TECH-GADGETS-001-ORD-15-012,15/07/2024 12:51,EST,17/07/2024 00:00,EST,USD,130.48,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027XP0JJKS9HKCD,T027XR00PVIR3DZ2,TECH-GADGETS-001-ORD-15-009,P027XQ05XPN9K3Z3,,,TECH-GADGETS-001-ORD-15-009,Order TECH-GADGETS-001-ORD-15-009,15/07/2024 13:19,EST,17/07/2024 00:00,EST,USD,211.35,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YA0X51DF1R3K,T027YC0X6FV72F4Z,TECH-GADGETS-001-ORD-15-014,P027YB08OB7TL0KR,,,TECH-GADGETS-001-ORD-15-014,Order TECH-GADGETS-001-ORD-15-014,15/07/2024 14:10,EST,17/07/2024 00:00,EST,USD,128.26,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027XJ063G40F182,T027XL0JD26IC8AV,TECH-GADGETS-001-ORD-15-008,P027XK0CMIOGEMHJ,,,TECH-GADGETS-001-ORD-15-008,Order TECH-GADGETS-001-ORD-15-008,15/07/2024 14:12,EST,17/07/2024 00:00,EST,USD,87.22,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027Y70O9QIZSO58,T027Y90VGRD6JZ00,TECH-GADGETS-001-ORD-15-013,P027Y80JMSSR2PO2,,,TECH-GADGETS-001-ORD-15-013,Order TECH-GADGETS-001-ORD-15-013,15/07/2024 15:39,EST,17/07/2024 00:00,EST,USD,78.54,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027XD0DXDR4TJ8H,T027XF09RXZUXEOG,TECH-GADGETS-001-ORD-15-006,P027XE05WIAURMRK,,,TECH-GADGETS-001-ORD-15-006,Order TECH-GADGETS-001-ORD-15-006,15/07/2024 17:12,EST,17/07/2024 00:00,EST,USD,138.16,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027X40E2EDQIR41,T027X60PFS127DXJ,TECH-GADGETS-001-ORD-15-003,P027X50WAZZ88RNR,,,TECH-GADGETS-001-ORD-15-003,Order TECH-GADGETS-001-ORD-15-003,15/07/2024 18:14,EST,17/07/2024 00:00,EST,USD,199.35,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027WY01PN7FS56S,T027X00G8IHCUZHT,TECH-GADGETS-001-ORD-15-001,P027WZ0PM4MNVWFD,,,TECH-GADGETS-001-ORD-15-001,Order TECH-GADGETS-001-ORD-15-001,15/07/2024 18:29,EST,17/07/2024 00:00,EST,USD,191.4,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027XV05DI24H1K8,T027XX0JHAXFQPYQ,TECH-GADGETS-001-ORD-15-011,P027XW06UFT0O6U3,,,TECH-GADGETS-001-ORD-15-011,Order TECH-GADGETS-001-ORD-15-011,15/07/2024 19:38,EST,17/07/2024 00:00,EST,USD,240.2,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,refund,refunded,0027SS0B5N3JA6TR,T027SU04JCP6O5MM,TECH-GADGETS-001-ORD-11-011-REF,P027ST0E8CGDV4QM,,,TECH-GADGETS-001-ORD-11-011-REF,Order TECH-GADGETS-001-ORD-11-011-REF,15/07/2024 20:00,EST,17/07/2024 20:00,EST,USD,-117.99,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027X70T0QM4VR9Y,T027X905ERFBCAKB,TECH-GADGETS-001-ORD-15-004,P027X80SBDQOK0ZE,,,TECH-GADGETS-001-ORD-15-004,Order TECH-GADGETS-001-ORD-15-004,15/07/2024 20:50,EST,17/07/2024 00:00,EST,USD,70.24,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027XG09L8JQJOG9,T027XI0BOCBYWSJR,TECH-GADGETS-001-ORD-15-007,P027XH0MIFGJVJ3J,,,TECH-GADGETS-001-ORD-15-007,Order TECH-GADGETS-001-ORD-15-007,15/07/2024 21:16,EST,17/07/2024 00:00,EST,USD,151.84,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027X10RW5VQAM3X,T027X30QXTMMZROS,TECH-GADGETS-001-ORD-15-002,P027X20DZKRL1QVA,,,TECH-GADGETS-001-ORD-15-002,Order TECH-GADGETS-001-ORD-15-002,15/07/2024 21:30,EST,17/07/2024 00:00,EST,USD,224.17,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZA0NGH0X3PTU,T027ZC0P8MKX0QQP,TECH-GADGETS-001-ORD-16-011,P027ZB0TY4WMLUGX,,,TECH-GADGETS-001-ORD-16-011,Order TECH-GADGETS-001-ORD-16-011,16/07/2024 08:06,EST,18/07/2024 00:00,EST,USD,74.39,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YV0NLV1J1K7F,T027YX0IEFOJCM9T,TECH-GADGETS-001-ORD-16-006,P027YW01NV7ZI08U,,,TECH-GADGETS-001-ORD-16-006,Order TECH-GADGETS-001-ORD-16-006,16/07/2024 10:08,EST,18/07/2024 00:00,EST,USD,221.7,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027Z10VDILSHA8U,T027Z30QRLSO8FKF,TECH-GADGETS-001-ORD-16-008,P027Z20U75GMYOX4,,,TECH-GADGETS-001-ORD-16-008,Order TECH-GADGETS-001-ORD-16-008,16/07/2024 10:57,EST,18/07/2024 00:00,EST,USD,182.62,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027Z70LXBGG11BD,T027Z90MF0C4SIAD,TECH-GADGETS-001-ORD-16-010,P027Z80I71ZG15TC,,,TECH-GADGETS-001-ORD-16-010,Order TECH-GADGETS-001-ORD-16-010,16/07/2024 11:16,EST,18/07/2024 00:00,EST,USD,199.25,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YJ0C81C4OF6Y,T027YL0Z5XO6ASX1,TECH-GADGETS-001-ORD-16-002,P027YK07T4BW16JU,,,TECH-GADGETS-001-ORD-16-002,Order TECH-GADGETS-001-ORD-16-002,16/07/2024 13:26,EST,18/07/2024 00:00,EST,USD,201.59,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YM03661K74XC,T027YO0ZUDF9FOMC,TECH-GADGETS-001-ORD-16-003,P027YN0J2895LW0V,,,TECH-GADGETS-001-ORD-16-003,Order TECH-GADGETS-001-ORD-16-003,16/07/2024 16:43,EST,18/07/2024 00:00,EST,USD,222.6,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YY0L1S05MEFP,T027Z007QIGLHPG9,TECH-GADGETS-001-ORD-16-007,P027YZ0SYI7Q5SMU,,,TECH-GADGETS-001-ORD-16-007,Order TECH-GADGETS-001-ORD-16-007,16/07/2024 17:54,EST,18/07/2024 00:00,EST,USD,58.89,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YP0BJA0S5E58,T027YR0TAIV13H41,TECH-GADGETS-001-ORD-16-004,P027YQ0I9IPLRQDJ,,,TECH-GADGETS-001-ORD-16-004,Order TECH-GADGETS-001-ORD-16-004,16/07/2024 19:13,EST,18/07/2024 00:00,EST,USD,184.37,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027Z40TSFBT0H68,T027Z60X9BEZENTG,TECH-GADGETS-001-ORD-16-009,P027Z503G5VCQKF0,,,TECH-GADGETS-001-ORD-16-009,Order TECH-GADGETS-001-ORD-16-009,16/07/2024 19:20,EST,18/07/2024 00:00,EST,USD,160.59,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YG0M7NCYMDOK,T027YI0CHX6R4FQD,TECH-GADGETS-001-ORD-16-001,P027YH0PUNR4BYTP,,,TECH-GADGETS-001-ORD-16-001,Order TECH-GADGETS-001-ORD-16-001,16/07/2024 21:29,EST,18/07/2024 00:00,EST,USD,173.01,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027YS049YEDKI95,T027YU0JXIPHXK1C,TECH-GADGETS-001-ORD-16-005,P027YT0YP12UF5SR,,,TECH-GADGETS-001-ORD-16-005,Order TECH-GADGETS-001-ORD-16-005,16/07/2024 21:49,EST,18/07/2024 00:00,EST,USD,139.09,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZP0IZE3YQB1Z,T027ZR0CYP1KPF3H,TECH-GADGETS-001-ORD-17-005,P027ZQ0NZ3GZZ38I,,,TECH-GADGETS-001-ORD-17-005,Order TECH-GADGETS-001-ORD-17-005,17/07/2024 09:25,EST,19/07/2024 00:00,EST,USD,212.1,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0028070NPRN47K39,T028090WUMI533KK,TECH-GADGETS-001-ORD-17-011,P0280802R6JW8T6L,,,TECH-GADGETS-001-ORD-17-011,Order TECH-GADGETS-001-ORD-17-011,17/07/2024 11:12,EST,19/07/2024 00:00,EST,USD,85.55,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZG0XL58NJ8YC,T027ZI0Z2P80JEPG,TECH-GADGETS-001-ORD-17-002,P027ZH0E7MFYPJIY,,,TECH-GADGETS-001-ORD-17-002,Order TECH-GADGETS-001-ORD-17-002,17/07/2024 11:53,EST,19/07/2024 00:00,EST,USD,54.35,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZV06F3YW78CM,T027ZX03KQ4Y9FZT,TECH-GADGETS-001-ORD-17-007,P027ZW0RZAI0IMFO,,,TECH-GADGETS-001-ORD-17-007,Order TECH-GADGETS-001-ORD-17-007,17/07/2024 12:43,EST,19/07/2024 00:00,EST,USD,217.08,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,refund,refunded,0027Y40OPIL5PHEV,T027Y60AIW53VQLF,TECH-GADGETS-001-ORD-15-012-REF,P027Y50QOIBF4XM0,,,TECH-GADGETS-001-ORD-15-012-REF,Order TECH-GADGETS-001-ORD-15-012-REF,17/07/2024 12:51,EST,19/07/2024 12:51,EST,USD,-130.48,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,00280G02Y9LEGWP5,T0280I08YCDVK0SE,TECH-GADGETS-001-ORD-17-014,P0280H0C8G4HLQLW,,,TECH-GADGETS-001-ORD-17-014,Order TECH-GADGETS-001-ORD-17-014,17/07/2024 13:18,EST,19/07/2024 00:00,EST,USD,72.94,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,00280104XOHOMO1G,T0280306AJL5R838,TECH-GADGETS-001-ORD-17-009,P0280204ADG65G8V,,,TECH-GADGETS-001-ORD-17-009,Order TECH-GADGETS-001-ORD-17-009,17/07/2024 13:20,EST,19/07/2024 00:00,EST,USD,192.03,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,refund,refunded,0027UV05F6ATITVC,T027UX0ZZKXIA5O8,TECH-GADGETS-001-ORD-13-004-REF,P027UW091LBIAKWO,,,TECH-GADGETS-001-ORD-13-004-REF,Order TECH-GADGETS-001-ORD-13-004-REF,17/07/2024 14:47,EST,19/07/2024 14:47,EST,USD,-159.35,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZY0M8OAENN5U,T028000XTZLW3JML,TECH-GADGETS-001-ORD-17-008,P027ZZ0Y1TNIJY9E,,,TECH-GADGETS-001-ORD-17-008,Order TECH-GADGETS-001-ORD-17-008,17/07/2024 16:43,EST,19/07/2024 00:00,EST,USD,65.21,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZD0LAI8Y0NYL,T027ZF07KC7ICEIH,TECH-GADGETS-001-ORD-17-001,P027ZE0QJL639I6A,,,TECH-GADGETS-001-ORD-17-001,Order TECH-GADGETS-001-ORD-17-001,17/07/2024 17:15,EST,19/07/2024 00:00,EST,USD,112.67,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZS0YZBJPL4I2,T027ZU0C9HO7Z120,TECH-GADGETS-001-ORD-17-006,P027ZT0S1XNYBVPL,,,TECH-GADGETS-001-ORD-17-006,Order TECH-GADGETS-001-ORD-17-006,17/07/2024 17:52,EST,19/07/2024 00:00,EST,USD,207.26,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZJ09YV21HCOX,T027ZL00J362AN76,TECH-GADGETS-001-ORD-17-003,P027ZK0JHH1I7KWO,,,TECH-GADGETS-001-ORD-17-003,Order TECH-GADGETS-001-ORD-17-003,17/07/2024 20:19,EST,19/07/2024 00:00,EST,USD,151.21,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0028040KBG46QUI5,T0280607PZJA3M31,TECH-GADGETS-001-ORD-17-010,P02805039U5QNGM5,,,TECH-GADGETS-001-ORD-17-010,Order TECH-GADGETS-001-ORD-17-010,17/07/2024 20:25,EST,19/07/2024 00:00,EST,USD,250.95,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,00280A0BUHIPYTF3,T0280C0JNSQVKIUQ,TECH-GADGETS-001-ORD-17-012,P0280B0JB0XVY1C6,,,TECH-GADGETS-001-ORD-17-012,Order TECH-GADGETS-001-ORD-17-012,17/07/2024 20:38,EST,19/07/2024 00:00,EST,USD,129.11,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000002,BA3000000000000000000002,platformPayment,capture,captured,0027ZM0NOGBMZJCU,T027ZO0ZFO0YNBLS,TECH-GADGETS-001-ORD-17-004,P027ZN0857DT2SB4,,,TECH-GADGETS-001-ORD-17-004,Order TECH-GADGETS-001-ORD-17-004,17/07/2024 20:46,EST,19/07/2024 00:00,EST,USD,164.47,,,,,,,,,,,,,,
