BalancePlatform,AccountHolder,BalanceAccount,AccountHolder Reference,AccountHolder Description,BalanceAccount Reference,BalanceAccount Description,Transfer Id,Transaction Id,Booking date,Booking date TimeZone,Value date,Value date TimeZone,Category,Type,Status,Currency,Balance (PC),Rolling Balance,Reference,Description,Counterparty Balance Account Id,Psp Payment Merchant Reference,Psp Payment Psp Reference,Payout Date
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029QP0A4APUM6UN,T029QR0HY4N3NF5N,2024-07-05 11:25:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,31.13,315.6,GREEN-GARDEN-001-ORD-05-053,Order GREEN-GARDEN-001-ORD-05-053,,GREEN-GARDEN-001-ORD-05-053,P029QQ0376IWXL3A,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029NA0EG8MMFOYE,T029NC07ZCRC4CAO,2024-07-05 11:36:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,14.88,330.48,GREEN-GARDEN-001-ORD-05-013,Order GREEN-GARDEN-001-ORD-05-013,,GREEN-GARDEN-001-ORD-05-013,P029NB0V489LDSSZ,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029MJ0E4548DKOX,T029ML090KYE833J,2024-07-05 11:47:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,47.83,378.31,GREEN-GARDEN-001-ORD-05-006,Order GREEN-GARDEN-001-ORD-05-006,,GREEN-GARDEN-001-ORD-05-006,P029MK0M2DYS72Z3,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PV0BBQ8EQ1VE,T029PX0JCR602TR6,2024-07-05 12:08:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,25.92,404.23,GREEN-GARDEN-001-ORD-05-044,Order GREEN-GARDEN-001-ORD-05-044,,GREEN-GARDEN-001-ORD-05-044,P029PW0H6O7F9A2H,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029Q70YRIF3HDAW,T029Q90G199DG0DJ,2024-07-05 12:45:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,31.63,435.86,GREEN-GARDEN-001-ORD-05-048,Order GREEN-GARDEN-001-ORD-05-048,,GREEN-GARDEN-001-ORD-05-048,P029Q80E01YE9E8M,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029OA0RDP3R6QS8,T029OC05OQZ5GRNM,2024-07-05 12:46:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,35.97,471.83,GREEN-GARDEN-001-ORD-05-025,Order GREEN-GARDEN-001-ORD-05-025,,GREEN-GARDEN-001-ORD-05-025,P029OB0QAXAWXBBJ,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029OM0O8KCA90XS,T029OO0CP8TFOZPC,2024-07-05 13:07:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,32.84,504.67,GREEN-GARDEN-001-ORD-05-029,Order GREEN-GARDEN-001-ORD-05-029,,GREEN-GARDEN-001-ORD-05-029,P029ON0MNFX9T6WB,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029MD0SHSOVYAI7,T029MF01QSFBQUQR,2024-07-05 13:10:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,34.45,539.12,GREEN-GARDEN-001-ORD-05-004,Order GREEN-GARDEN-001-ORD-05-004,,GREEN-GARDEN-001-ORD-05-004,P029ME0HWB9MFOEC,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029MV0KK9DPZ0PX,T029MX0E5ZDBE60U,2024-07-05 13:26:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,34.92,574.04,GREEN-GARDEN-001-ORD-05-009,Order GREEN-GARDEN-001-ORD-05-009,,GREEN-GARDEN-001-ORD-05-009,P029MW0QAX61K31Q,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029NG0TSBQB1IWC,T029NI0A9MKZQX54,2024-07-05 13:45:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,23.42,597.46,GREEN-GARDEN-001-ORD-05-015,Order GREEN-GARDEN-001-ORD-05-015,,GREEN-GARDEN-001-ORD-05-015,P029NH0WHU2GPV78,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029QS09F7MHWKJP,T029QU0N2WUOP4HU,2024-07-05 13:46:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,39.34,636.8,GREEN-GARDEN-001-ORD-05-054,Order GREEN-GARDEN-001-ORD-05-054,,GREEN-GARDEN-001-ORD-05-054,P029QT0FXUVM7YY1,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029R70FSEUVGBOE,T029R90T1MAQY5IW,2024-07-05 14:12:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,20.65,657.45,GREEN-GARDEN-001-ORD-05-059,Order GREEN-GARDEN-001-ORD-05-059,,GREEN-GARDEN-001-ORD-05-059,P029R802GY4GB4OV,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029ND0JCEUE08XZ,T029NF0Z7NOJFDYR,2024-07-05 14:24:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,48.21,705.66,GREEN-GARDEN-001-ORD-05-014,Order GREEN-GARDEN-001-ORD-05-014,,GREEN-GARDEN-001-ORD-05-014,P029NE0N5JGZ4TXY,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029QJ0QKDCCSDNO,T029QL08D3N6PV0H,2024-07-05 14:26:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,39.84,745.5,GREEN-GARDEN-001-ORD-05-051,Order GREEN-GARDEN-001-ORD-05-051,,GREEN-GARDEN-001-ORD-05-051,P029QK0SVJ99FZ03,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029M70ECQDY3EJH,T029M90RP40KG88X,2024-07-05 14:33:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,44.83,790.33,GREEN-GARDEN-001-ORD-05-002,Order GREEN-GARDEN-001-ORD-05-002,,GREEN-GARDEN-001-ORD-05-002,P029M80XGQSVX20S,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029NP04Y8K1BBGN,T029NR0HAX7GVID7,2024-07-05 14:51:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,28.02,818.35,GREEN-GARDEN-001-ORD-05-018,Order GREEN-GARDEN-001-ORD-05-018,,GREEN-GARDEN-001-ORD-05-018,P029NQ0YWZ536K0S,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PP029B0MY1O0,T029PR0JMS5WMHCU,2024-07-05 15:21:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,38.34,856.69,GREEN-GARDEN-001-ORD-05-042,Order GREEN-GARDEN-001-ORD-05-042,,GREEN-GARDEN-001-ORD-05-042,P029PQ0G1HVPRSDE,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029QD04FZLHCWQG,T029QF0WXV4932Z7,2024-07-05 15:27:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,26.99,883.68,GREEN-GARDEN-001-ORD-05-049,Order GREEN-GARDEN-001-ORD-05-049,,GREEN-GARDEN-001-ORD-05-049,P029QE0R7OSZ1DMW,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029MM0RHGO3J91D,T029MO0UY5ZYP2W6,2024-07-05 16:03:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,11.34,895.02,GREEN-GARDEN-001-ORD-05-007,Order GREEN-GARDEN-001-ORD-05-007,,GREEN-GARDEN-001-ORD-05-007,P029MN0UKYSX7JEH,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PG02VKWMMGWG,T029PI0R2TFV7RE6,2024-07-05 16:23:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,25.54,920.56,GREEN-GARDEN-001-ORD-05-039,Order GREEN-GARDEN-001-ORD-05-039,,GREEN-GARDEN-001-ORD-05-039,P029PH0ESQTXXMN8,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029MA0L4DFQUM35,T029MC0MPSIKX2BP,2024-07-05 16:31:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,26.48,947.04,GREEN-GARDEN-001-ORD-05-003,Order GREEN-GARDEN-001-ORD-05-003,,GREEN-GARDEN-001-ORD-05-003,P029MB0RFYXDHT05,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029NS0YFSDLOYZJ,T029NU0IMOMUIT8W,2024-07-05 16:41:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,33.42,980.46,GREEN-GARDEN-001-ORD-05-019,Order GREEN-GARDEN-001-ORD-05-019,,GREEN-GARDEN-001-ORD-05-019,P029NT00B8F3QD5N,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029QG0XTQDOV13Q,T029QI0XX289LX1Z,2024-07-05 16:54:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,24.69,1005.15,GREEN-GARDEN-001-ORD-05-050,Order GREEN-GARDEN-001-ORD-05-050,,GREEN-GARDEN-001-ORD-05-050,P029QH00UK4S5FCK,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029O70EN1KSDPSX,T029O90NHNBYPVIW,2024-07-05 17:14:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,33.79,1038.94,GREEN-GARDEN-001-ORD-05-024,Order GREEN-GARDEN-001-ORD-05-024,,GREEN-GARDEN-001-ORD-05-024,P029O80J0ZQQGO3I,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PY0GS44UJ2J3,T029Q00OTXDENQOP,2024-07-05 17:25:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,47.9,1086.84,GREEN-GARDEN-001-ORD-05-045,Order GREEN-GARDEN-001-ORD-05-045,,GREEN-GARDEN-001-ORD-05-045,P029PZ0DX7DLV9XR,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029OP0KPLEQB14V,T029OR03U20VSET7,2024-07-05 17:32:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,19.67,1106.51,GREEN-GARDEN-001-ORD-05-030,Order GREEN-GARDEN-001-ORD-05-030,,GREEN-GARDEN-001-ORD-05-030,P029OQ0VOU6U4UHZ,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PD0HCNEAM67N,T029PF0HAJHRUEF8,2024-07-05 17:34:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,40.63,1147.14,GREEN-GARDEN-001-ORD-05-038,Order GREEN-GARDEN-001-ORD-05-038,,GREEN-GARDEN-001-ORD-05-038,P029PE0XKBWIPWGX,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029OD0UJVY1XGB2,T029OF0YKLHRSUB3,2024-07-05 17:50:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,32.28,1179.42,GREEN-GARDEN-001-ORD-05-026,Order GREEN-GARDEN-001-ORD-05-026,,GREEN-GARDEN-001-ORD-05-026,P029OE0MKVLZQW4O,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029N10GX6F96DBA,T029N30YAQJ62R4J,2024-07-05 18:02:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,26.95,1206.37,GREEN-GARDEN-001-ORD-05-011,Order GREEN-GARDEN-001-ORD-05-011,,GREEN-GARDEN-001-ORD-05-011,P029N203ZU3GNQR5,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029OJ09869ZLM4F,T029OL0EMRNP5Y65,2024-07-05 18:13:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,19.95,1226.32,GREEN-GARDEN-001-ORD-05-028,Order GREEN-GARDEN-001-ORD-05-028,,GREEN-GARDEN-001-ORD-05-028,P029OK0OSFDEAPZR,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029QM01H3UYN7D7,T029QO0YYV77TEYQ,2024-07-05 18:23:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,39.32,1265.64,GREEN-GARDEN-001-ORD-05-052,Order GREEN-GARDEN-001-ORD-05-052,,GREEN-GARDEN-001-ORD-05-052,P029QN0J4ID9QP1F,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029OV0BNPMAQ1MK,T029OX0MLD9ZC4W6,2024-07-05 18:26:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,41.23,1306.87,GREEN-GARDEN-001-ORD-05-032,Order GREEN-GARDEN-001-ORD-05-032,,GREEN-GARDEN-001-ORD-05-032,P029OW0QB7T0MZQE,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029P70FPWDAT6DN,T029P909MWN7ILE8,2024-07-05 18:29:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,33.07,1339.94,GREEN-GARDEN-001-ORD-05-036,Order GREEN-GARDEN-001-ORD-05-036,,GREEN-GARDEN-001-ORD-05-036,P029P80MY4FVGGNA,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029RA0EO0CFSE0W,T029RC0NJRHJIO9H,2024-07-05 18:31:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,39.78,1379.72,GREEN-GARDEN-001-ORD-05-060,Order GREEN-GARDEN-001-ORD-05-060,,GREEN-GARDEN-001-ORD-05-060,P029RB0H9ODAKNW3,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029NJ0ST3GX55TC,T029NL04ABCL57AG,2024-07-05 18:38:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,38.4,1418.12,GREEN-GARDEN-001-ORD-05-016,Order GREEN-GARDEN-001-ORD-05-016,,GREEN-GARDEN-001-ORD-05-016,P029NK0S7TPLUKDD,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029MG04RP5MU551,T029MI0MK4BBVT6J,2024-07-05 19:17:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,14.64,1432.76,GREEN-GARDEN-001-ORD-05-005,Order GREEN-GARDEN-001-ORD-05-005,,GREEN-GARDEN-001-ORD-05-005,P029MH033FRZLEXK,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029OG0GVIO8YJRN,T029OI0YHK940P7M,2024-07-05 19:23:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,10.01,1442.77,GREEN-GARDEN-001-ORD-05-027,Order GREEN-GARDEN-001-ORD-05-027,,GREEN-GARDEN-001-ORD-05-027,P029OH0WG8GYN653,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029Q10MIT2B2KF9,T029Q30XAEQEB9AJ,2024-07-05 19:26:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,26.33,1469.1,GREEN-GARDEN-001-ORD-05-046,Order GREEN-GARDEN-001-ORD-05-046,,GREEN-GARDEN-001-ORD-05-046,P029Q20G5VGO3LQ0,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029NV0M8P2TFRLP,T029NX04J658XJQX,2024-07-05 19:27:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,46.4,1515.5,GREEN-GARDEN-001-ORD-05-020,Order GREEN-GARDEN-001-ORD-05-020,,GREEN-GARDEN-001-ORD-05-020,P029NW0VM7ED2CBO,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029NY09B5LCK46M,T029O00TFQPPR2C3,2024-07-05 19:27:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,9.14,1524.64,GREEN-GARDEN-001-ORD-05-021,Order GREEN-GARDEN-001-ORD-05-021,,GREEN-GARDEN-001-ORD-05-021,P029NZ0V975GI9A6,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PS09R1ZPRNYE,T029PU0MC1XVIMTR,2024-07-05 19:27:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,45.11,1569.75,GREEN-GARDEN-001-ORD-05-043,Order GREEN-GARDEN-001-ORD-05-043,,GREEN-GARDEN-001-ORD-05-043,P029PT020NGIU6I2,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029M40RPE91PKLT,T029M60M2DZBQZGS,2024-07-05 19:37:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,39.59,1609.34,GREEN-GARDEN-001-ORD-05-001,Order GREEN-GARDEN-001-ORD-05-001,,GREEN-GARDEN-001-ORD-05-001,P029M50VVWVPO6UQ,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PM000288WK1P,T029PO0W8DC856P8,2024-07-05 20:07:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,44.69,1654.03,GREEN-GARDEN-001-ORD-05-041,Order GREEN-GARDEN-001-ORD-05-041,,GREEN-GARDEN-001-ORD-05-041,P029PN0I3WK6T4Q5,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029NM06ZCZ6KPDC,T029NO0E1I87CL4B,2024-07-05 20:22:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,33.75,1687.78,GREEN-GARDEN-001-ORD-05-017,Order GREEN-GARDEN-001-ORD-05-017,,GREEN-GARDEN-001-ORD-05-017,P029NN05G6MID4PT,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029OS0NCME123IB,T029OU044CEHE0J2,2024-07-05 20:31:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,27.5,1715.28,GREEN-GARDEN-001-ORD-05-031,Order GREEN-GARDEN-001-ORD-05-031,,GREEN-GARDEN-001-ORD-05-031,P029OT0JRWXHNDWS,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PA0XPDJ2JUV7,T029PC0Q5IYLL6VG,2024-07-05 20:32:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,23.28,1738.56,GREEN-GARDEN-001-ORD-05-037,Order GREEN-GARDEN-001-ORD-05-037,,GREEN-GARDEN-001-ORD-05-037,P029PB0VR8PKOWPK,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029R102JJCIQV5K,T029R30MBMT79JUD,2024-07-05 20:36:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,14.48,1753.04,GREEN-GARDEN-001-ORD-05-057,Order GREEN-GARDEN-001-ORD-05-057,,GREEN-GARDEN-001-ORD-05-057,P029R200RJ937671,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029PJ0QXGC1NXRB,T029PL0PVMLNLQTE,2024-07-05 21:00:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,24.91,1777.95,GREEN-GARDEN-001-ORD-05-040,Order GREEN-GARDEN-001-ORD-05-040,,GREEN-GARDEN-001-ORD-05-040,P029PK0DEUJWEGSY,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029O10R8FH14F2D,T029O301KPGFY23J,2024-07-05 21:12:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,26.44,1804.39,GREEN-GARDEN-001-ORD-05-022,Order GREEN-GARDEN-001-ORD-05-022,,GREEN-GARDEN-001-ORD-05-022,P029O201CSNGZAZ7,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029P40WQLHULK7U,T029P60QVM5ZGCHD,2024-07-05 21:44:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,24.42,1828.81,GREEN-GARDEN-001-ORD-05-035,Order GREEN-GARDEN-001-ORD-05-035,,GREEN-GARDEN-001-ORD-05-035,P029P50MK7RO8V0G,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,0029RG0OD0N68QVD,T029RI07KU679CPK,2024-07-05 21:53:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,19.53,1848.34,GREEN-GARDEN-001-ORD-05-062,Order GREEN-GARDEN-001-ORD-05-062,,GREEN-GARDEN-001-ORD-05-062,P029RH0GNT62ZTV6,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002UNN06S7JNSIS3,T02UNO0VFTE0GGSK,2024-07-07 07:00:00,EST,2024-07-07 07:00:00,EST,bank,bankTransfer,booked,USD,-1848.34,0,PAYOUT-GREEN-GARDEN-001-2024-07-07,Payout batch for Green Garden Cafe,,,,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000001,BA3000000000000000000001,BELLA-ITALIA-001,Bella Italia Restaurant,BA-BELLA-001,Bella Italia - Main Account,0025I40VURDL9HNK,T025I607EYBU1IWC,2024-07-05 08:16:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,24.39,24.39,BELLA-ITALIA-001-ORD-05-023,Order BELLA-ITALIA-001-ORD-05-023,,BELLA-ITALIA-001-ORD-05-023,P025I50SRBZ0QISX,2024-07-07 07:00:00
DemoBalancePlatform,AH3000000000000000000001,BA3000000000000000000001,BELLA-ITALIA-001,Bella Italia Restaurant,BA-BELLA-001,Bella Italia - Main Account,0025HG07G5E9WF1V,T025HI0Q6Z8FW4RB,2024-07-05 08:17:00,EST,2024-07-07 00:00:00,EST,platformPayment,capture,captured,USD,93.7,118.09,BELLA-ITALIA-001-ORD-05-015,Order BELLA-ITALIA-001-ORD-05-015,,BELLA-ITALIA-001-ORD-05-015,P025HH0VAINGU2X0,2024-07-07 07:00:00
